band,original_band,other_bands,event_type,event_date,event_day,event_month,event_year,iso_country,iso_subdivision,lat_dd,lon_dd,coordinates_precision_code,band_type_code,species_name,species_id,bird_status,extra_info_code,age_code,sex_code,permit,band_status_code,how_obtained_code,who_obtained_code,reporting_method,present_condition,min_age_at_enc,record_source,species_scientific_name
B18185373291,B18185373291,,B,2/12/2014,12,2,2014,US,US-KY,37.5,-89.5,60,1,Mallard,1320,3,0,1,4,P8988676,0,,,,,,B,Anas platyrhynchos
B18185373291,B18185373291,,E,10/28/2014,28,10,2014,US,US-WI,43.84415,-88.98012,11,1,MALLARD,1320,,,,,,,1,21,61,5,1.33,E,Anas platyrhynchos
B18275518858,B18275518858,,B,8/22/2018,22,8,2018,US,US-WI,43.5,-88.5,60,1,Mallard,1320,3,0,2,5,P9972302,0,,,,,,B,Anas platyrhynchos
B18275518858,B18275518858,,E,9/30/2018,30,9,2018,US,US-WI,43.19945,-89.17459,0,1,Mallard,1320,,,,,,,1,21,7,5,0.25,E,Anas platyrhynchos
B18275881118,B18275881118,,B,8/26/2014,26,8,2014,US,US-WI,44.5,-88.5,60,1,Mallard,1320,3,0,2,4,P9972302,0,,,,,,B,Anas platyrhynchos
B18275881118,B18275881118,,E,10/15/2014,15,10,2014,US,US-WI,44.54133,-88.09464,11,1,MALLARD,1320,,,,,,,1,21,61,5,0.33,E,Anas platyrhynchos
B18325031103,B18325031103,,B,8/21/2012,21,8,2012,US,US-WI,43.5,-88.5,60,1,Mallard,1320,3,0,1,5,P9972302,0,,,,,,B,Anas platyrhynchos
B18325031103,B18325031103,,E,8/29/2012,29,8,2012,US,US-WI,43.75,-88.08333,10,1,Mallard,1320,3,0,1,5,P9972302,,66,23,14,7,1.17,R,Anas platyrhynchos
B18345848153,B18345848153,,B,8/20/2014,20,8,2014,US,US-WI,44.5,-88.5,60,1,Mallard,1320,3,0,1,4,P9972302,0,,,,,,B,Anas platyrhynchos
B18345848153,B18345848153,,E,10/18/2014,18,10,2014,US,US-WI,43.19472,-88.59039,11,1,MALLARD,1320,,,,,,,1,21,61,5,1.33,E,Anas platyrhynchos
B18345887118,B18345887118,,B,9/6/2012,6,9,2012,US,US-WI,44.5,-90.5,60,1,Mallard,1320,3,0,2,4,P9972302,0,,,,,,B,Anas platyrhynchos
B18345887118,B18345887118,,E,9/29/2012,29,9,2012,US,US-WI,44.41487,-90.04692,11,1,MALLARD,1320,,,,,,,1,21,61,4,0.25,E,Anas platyrhynchos
B18365311115,B18365311115,,B,8/13/2014,13,8,2014,CA,CA-SK,51.5,-104.5,60,1,Mallard,1320,3,0,1,4,P9839272,0,,,,,,B,Anas platyrhynchos
B18365311115,B18365311115,,E,11/27/2016,27,11,2016,US,US-WI,44.26665,-89.89604,0,1,Mallard,1320,,,,,,,1,21,7,5,3.42,E,Anas platyrhynchos
B18365326156,B18365326156,,B,8/20/2015,20,8,2015,US,US-WI,43.5,-89.5,60,1,Mallard,1320,3,0,2,5,P9972302,0,,,,,,B,Anas platyrhynchos
B18365326156,B18365326156,,E,8/26/2015,26,8,2015,US,US-WI,43.75,-89.25,10,1,Mallard,1320,3,0,2,5,P9972302,,66,23,14,7,0.17,R,Anas platyrhynchos
B20066724456,B20066724456,,E,8/22/2019,22,8,2019,US,US-WI,43.57444,-88.62722,0,98,Mallard,1320,3,0,2,4,P8988788,,10,23,14,3,0.17,R,Anas platyrhynchos
B20066724456,B20066724456,,B,8/22/2019,22,8,2019,US,US-WI,43.5,-88.5,60,98,Mallard,1320,3,0,2,4,P8988788,X,,,,,,B,Anas platyrhynchos
B27525318235,B27525318235,,B,8/8/2017,8,8,2017,US,US-MI,42.5,-82.5,60,1,Mallard,1320,3,0,2,4,P4924474,0,,,,,,B,Anas platyrhynchos
B27525318235,B27525318235,,E,10/19/2019,19,10,2019,US,US-WI,42.55308,-87.95692,11,1,Mallard,1320,,,,,,,1,21,7,5,2.33,E,Anas platyrhynchos
B27525961226,B27525961226,,B,1/27/2016,27,1,2016,US,US-MN,45.5,-93.5,60,1,Mallard,1320,3,85,1,4,P5745945,0,,,,,,B,Anas platyrhynchos
B27525961226,B27525961226,,E,10/25/2017,25,10,2017,US,US-WI,45.93495,-92.39381,11,1,Mallard,1320,,,,,,,1,21,7,4,2.33,E,Anas platyrhynchos
B27665068236,B27665068236,,B,8/29/2012,29,8,2012,US,US-WI,45.5,-92.5,60,1,Mallard,1320,3,0,2,5,P9972302,0,,,,,,B,Anas platyrhynchos
B27665068236,B27665068236,,E,10/21/2012,21,10,2012,US,US-WI,44.98771,-92.73318,0,1,Mallard,1320,,,,,,,1,21,7,4,0.33,E,Anas platyrhynchos
B27705412547,B27705412547,,B,8/26/2020,26,8,2020,US,US-WI,45.5,-92.5,60,W1,Mallard,1320,3,0,2,4,P9972302,0,,,,,,B,Anas platyrhynchos
B27705412547,B27705412547,,E,8/30/2020,30,8,2020,US,US-WI,45.75,-92.75,10,W1,Mallard,1320,3,0,2,4,P9972302,,66,23,14,7,0.17,R,Anas platyrhynchos
B27705413275,B27705413275,,B,8/11/2020,11,8,2020,US,US-WI,45.5,-92.5,60,W1,Mallard,1320,3,0,2,4,P9972302,0,,,,,,B,Anas platyrhynchos
B27705413275,B27705413275,,E,8/30/2020,30,8,2020,US,US-WI,45.75,-92.75,10,W1,Mallard,1320,3,0,2,4,P9972302,,66,23,14,7,0.17,R,Anas platyrhynchos
B27705422147,B27705422147,,B,8/28/2020,28,8,2020,CA,CA-MB,50.5,-97.5,60,W1,Mallard,1320,3,3,1,4,P3830448,0,,,,,,B,Anas platyrhynchos
B27705422147,B27705422147,,E,11/14/2020,14,11,2020,US,US-WI,42.7392,-88.17125,0,W1,Drake mallard,1320,,,,,,,1,21,7,4,1.42,E,Anas platyrhynchos
B27705436235,B27705436235,,B,8/19/2020,19,8,2020,US,US-WI,43.5,-88.5,60,W1,Mallard,1320,3,0,2,5,P9972302,0,,,,,,B,Anas platyrhynchos
B27705436235,B27705436235,,E,9/26/2020,26,9,2020,US,US-WI,44.62775,-89.38985,11,W1,MALLARD,1320,,,,,,,1,21,7,5,0.25,E,Anas platyrhynchos
B27705439279,B27705439279,,B,8/12/2020,12,8,2020,US,US-WI,43.5,-88.5,60,W1,Mallard,1320,3,0,2,5,P9972302,0,,,,,,B,Anas platyrhynchos
B27705439279,B27705439279,,E,10/25/2020,25,10,2020,US,US-WI,43.8166,-88.80056,11,W1,MALLARD,1320,,,,,,,1,21,7,5,0.33,E,Anas platyrhynchos
B27705612620,B27705612620,,B,9/5/2019,5,9,2019,US,US-WI,43.5,-88.5,60,W1,Mallard,1320,3,0,1,4,P8988788,0,,,,,,B,Anas platyrhynchos
B27705612620,B27705612620,,E,9/29/2019,29,9,2019,US,US-WI,43.3606,-88.60066,11,W1,Drake mallard,1320,,,,,,,1,21,7,5,1.25,E,Anas platyrhynchos
B27715020215,B27715020215,,B,8/20/2019,20,8,2019,US,US-WI,44.5,-89.5,60,W1,Mallard,1320,3,0,2,4,P9972302,0,,,,,,B,Anas platyrhynchos
B27715020215,B27715020215,,E,10/3/2019,3,10,2019,US,US-WI,44.4816,-87.85853,0,W1,Mallard,1320,,,,,,,1,21,7,5,0.33,E,Anas platyrhynchos
B27715020290,B27715020290,,B,8/20/2019,20,8,2019,US,US-WI,44.5,-89.5,60,W1,Mallard,1320,3,0,2,4,P9972302,0,,,,,,B,Anas platyrhynchos
B27715020290,B27715020290,,E,8/22/2019,22,8,2019,US,US-WI,44.75,-89.91667,10,W1,Mallard,1320,3,0,2,4,P9972302,,66,23,14,7,0.17,R,Anas platyrhynchos
B27715020617,B27715020617,,B,8/22/2019,22,8,2019,US,US-WI,44.5,-89.5,60,W1,Mallard,1320,3,0,2,4,P9972302,0,,,,,,B,Anas platyrhynchos
B27715020617,B27715020617,,E,11/2/2019,2,11,2019,US,US-WI,43.71387,-89.20956,11,W1,Mallard,1320,,,,,,,1,21,7,5,0.42,E,Anas platyrhynchos
B27715020691,B27715020691,,B,8/22/2019,22,8,2019,US,US-WI,44.5,-89.5,60,W1,Mallard,1320,3,0,2,4,P9972302,0,,,,,,B,Anas platyrhynchos
B27715020691,B27715020691,,E,12/1/2019,1,12,2019,US,US-WI,44.44416,-87.9201,11,W1,Mallard,1320,,,,,,,1,21,7,5,0.5,E,Anas platyrhynchos
B27715020850,B27715020850,,B,8/22/2019,22,8,2019,US,US-WI,44.5,-89.5,60,W1,Mallard,1320,3,0,2,4,P9972302,0,,,,,,B,Anas platyrhynchos
B27715020850,B27715020850,,E,10/6/2019,6,10,2019,US,US-WI,44.32137,-89.13546,11,W1,Mallard,1320,,,,,,,1,21,7,5,0.33,E,Anas platyrhynchos
B27715026532,B27715026532,,B,8/18/2020,18,8,2020,US,US-WI,44.5,-89.5,60,W1,Mallard,1320,3,0,2,4,P9972302,0,,,,,,B,Anas platyrhynchos
B27715026532,B27715026532,,E,9/26/2020,26,9,2020,US,US-WI,44.68747,-89.81846,11,W1,MALLARD,1320,,,,,,,1,21,7,5,0.25,E,Anas platyrhynchos
B27715028212,B27715028212,,B,8/20/2019,20,8,2019,US,US-WI,44.5,-89.5,60,W1,Mallard,1320,3,0,2,5,P9972302,0,,,,,,B,Anas platyrhynchos
B27715028212,B27715028212,,E,10/6/2019,6,10,2019,US,US-WI,44.67774,-89.83679,11,W1,Mallard,1320,,,,,,,1,21,7,5,0.33,E,Anas platyrhynchos
B27715028457,B27715028457,,B,8/20/2019,20,8,2019,US,US-WI,44.5,-89.5,60,W1,Mallard,1320,3,0,2,5,P9972302,0,,,,,,B,Anas platyrhynchos
B27715028457,B27715028457,,E,10/5/2019,5,10,2019,US,US-WI,44.69656,-90.26555,11,W1,Mallard,1320,,,,,,,1,21,7,5,0.33,E,Anas platyrhynchos
B27715028858,B27715028858,,B,8/22/2019,22,8,2019,US,US-WI,44.5,-89.5,60,W1,Mallard,1320,3,0,2,5,P9972302,0,,,,,,B,Anas platyrhynchos
B27715028858,B27715028858,,E,10/19/2019,19,10,2019,US,US-WI,42.82419,-89.03124,11,W1,Mallard,1320,,,,,,,1,21,7,5,0.33,E,Anas platyrhynchos
B27715029250,B27715029250,,B,8/9/2019,9,8,2019,US,US-WI,44.5,-89.5,60,W1,Mallard,1320,3,0,2,5,P9972302,0,,,,,,B,Anas platyrhynchos
B27715029250,B27715029250,,E,8/20/2019,20,8,2019,US,US-WI,44.75,-89.91667,10,W1,Mallard,1320,3,0,2,5,P9972302,,66,23,14,7,0.17,R,Anas platyrhynchos
B27715029279,B27715029279,,B,8/13/2019,13,8,2019,US,US-WI,44.5,-89.5,60,W1,Mallard,1320,3,0,2,5,P9972302,0,,,,,,B,Anas platyrhynchos
B27715029279,B27715029279,,E,8/22/2019,22,8,2019,US,US-WI,44.75,-89.91667,10,W1,Mallard,1320,3,0,2,5,P9972302,,66,23,14,7,0.17,R,Anas platyrhynchos
B27715029279,B27715029279,,E,10/3/2019,3,10,2019,US,US-WI,44.69725,-89.86277,0,W1,Mallard,1320,,,,,,,1,21,7,5,0.33,E,Anas platyrhynchos
B27715029651,B27715029651,,B,8/13/2019,13,8,2019,US,US-WI,44.5,-89.5,60,W1,Mallard,1320,3,0,2,5,P9972302,0,,,,,,B,Anas platyrhynchos
B27715029651,B27715029651,,E,8/22/2019,22,8,2019,US,US-WI,44.75,-89.91667,10,W1,Mallard,1320,3,0,2,5,P9972302,,66,23,14,7,0.17,R,Anas platyrhynchos
B27715029810,B27715029810,,B,8/13/2019,13,8,2019,US,US-WI,44.5,-89.5,60,W1,Mallard,1320,3,0,2,5,P9972302,0,,,,,,B,Anas platyrhynchos
B27715029810,B27715029810,,E,8/20/2019,20,8,2019,US,US-WI,44.75,-89.91667,10,W1,Mallard,1320,3,0,2,5,P9972302,,66,23,14,7,0.17,R,Anas platyrhynchos
B27715029810,B27715029810,,E,8/22/2019,22,8,2019,US,US-WI,44.75,-89.91667,10,W1,Mallard,1320,3,0,2,5,P9972302,,66,23,14,7,0.17,R,Anas platyrhynchos
B27715091270,B27715091270,,B,8/9/2019,9,8,2019,US,US-WI,44.5,-89.5,60,W1,Mallard,1320,3,0,2,4,P9972302,0,,,,,,B,Anas platyrhynchos
B27715091270,B27715091270,,E,9/15/2019,15,9,2019,US,US-WI,44.74126,-90.1718,11,W1,Mallard,1320,,,,,,,1,21,7,5,0.25,E,Anas platyrhynchos
B27715252145,B27715252145,,B,8/30/2019,30,8,2019,US,US-WI,42.5,-88.5,60,W1,Mallard,1320,3,0,2,4,P9972302,0,,,,,,B,Anas platyrhynchos
B27715252145,B27715252145,,E,11/9/2019,9,11,2019,US,US-WI,42.70852,-87.98948,0,W1,Mallard,1320,,,,,,,1,21,7,5,0.42,E,Anas platyrhynchos
B27715252447,B27715252447,,B,8/30/2019,30,8,2019,US,US-WI,42.5,-88.5,60,W1,Mallard,1320,3,0,2,4,P9972302,0,,,,,,B,Anas platyrhynchos
B27715252447,B27715252447,,E,11/15/2020,15,11,2020,US,US-WI,42.58474,-87.91922,11,W1,MALLARD,1320,,,,,,,1,21,7,5,1.42,E,Anas platyrhynchos
B27715252685,B27715252685,,B,8/14/2020,14,8,2020,US,US-WI,42.5,-88.5,60,W1,Mallard,1320,3,0,2,5,P9972302,0,,,,,,B,Anas platyrhynchos
B27715252685,B27715252685,,E,8/18/2020,18,8,2020,US,US-WI,42.58333,-88.08333,10,W1,Mallard,1320,3,0,2,5,P9972302,,66,23,14,7,0.17,R,Anas platyrhynchos
B27715252685,B27715252685,,E,8/27/2020,27,8,2020,US,US-WI,42.58333,-88.08333,10,W1,Mallard,1320,3,0,2,5,P9972302,,66,23,14,7,0.17,R,Anas platyrhynchos
B27715252762,B27715252762,,B,8/30/2019,30,8,2019,US,US-WI,42.5,-88.5,60,W1,Mallard,1320,3,0,2,5,P9972302,0,,,,,,B,Anas platyrhynchos
B27715252762,B27715252762,,E,10/5/2019,5,10,2019,US,US-WI,42.5716,-88.1238,0,W1,Mallard,1320,,,,,,,1,21,7,5,0.33,E,Anas platyrhynchos
B27715252867,B27715252867,,B,8/30/2019,30,8,2019,US,US-WI,42.5,-88.5,60,W1,Mallard,1320,3,0,2,5,P9972302,0,,,,,,B,Anas platyrhynchos
B27715252867,B27715252867,,E,9/28/2019,28,9,2019,US,US-WI,42.50243,-88.00043,0,W1,Mallard,1320,,,,,,,1,21,7,5,0.25,E,Anas platyrhynchos
B27715252947,B27715252947,,B,8/30/2019,30,8,2019,US,US-WI,42.5,-88.5,60,W1,Mallard,1320,3,0,2,5,P9972302,0,,,,,,B,Anas platyrhynchos
B27715252947,B27715252947,,E,10/25/2019,25,10,2019,US,US-WI,42.64907,-89.41784,11,W1,hen mallard,1320,,,,,,,1,21,7,5,0.33,E,Anas platyrhynchos
B27715253161,B27715253161,,B,7/29/2020,29,7,2020,US,US-WI,43.5,-88.5,60,W1,Mallard,1320,3,0,2,4,P9972302,0,,,,,,B,Anas platyrhynchos
B27715253161,B27715253161,,E,8/5/2020,5,8,2020,US,US-WI,43.75,-88.08333,10,W1,Mallard,1320,3,0,2,4,P9972302,,66,23,14,7,0.17,R,Anas platyrhynchos
B27715253245,B27715253245,,B,8/21/2019,21,8,2019,US,US-WI,43.5,-88.5,60,W1,Mallard,1320,3,0,2,4,P9972302,0,,,,,,B,Anas platyrhynchos
B27715253245,B27715253245,,E,11/11/2019,11,11,2019,US,US-WI,43.99283,-88.5354,0,W1,Mallard,1320,,,,,,,1,21,7,5,0.42,E,Anas platyrhynchos
B27715253405,B27715253405,,B,8/14/2019,14,8,2019,US,US-WI,43.5,-88.5,60,W1,Mallard,1320,3,0,2,4,P9972302,0,,,,,,B,Anas platyrhynchos
B27715253405,B27715253405,,E,10/5/2019,5,10,2019,US,US-WI,44.53964,-87.9912,11,W1,Mallard,1320,,,,,,,1,21,7,5,0.33,E,Anas platyrhynchos
B27715253647,B27715253647,,B,7/29/2020,29,7,2020,US,US-WI,43.5,-88.5,60,W1,Mallard,1320,3,0,2,5,P9972302,0,,,,,,B,Anas platyrhynchos
B27715253647,B27715253647,,E,8/12/2020,12,8,2020,US,US-WI,43.75,-88.08333,10,W1,Mallard,1320,3,0,2,5,P9972302,,66,23,14,7,0.17,R,Anas platyrhynchos
B27715253805,B27715253805,,B,8/14/2019,14,8,2019,US,US-WI,43.5,-88.5,60,W1,Mallard,1320,3,0,2,5,P9972302,0,,,,,,B,Anas platyrhynchos
B27715253805,B27715253805,,E,9/28/2019,28,9,2019,US,US-WI,44.03919,-88.54261,11,W1,Mallard,1320,,,,,,,1,21,7,4,0.25,E,Anas platyrhynchos
B27715254525,B27715254525,,B,8/20/2020,20,8,2020,US,US-WI,44.5,-88.5,60,W1,Mallard,1320,3,0,2,5,P9972302,0,,,,,,B,Anas platyrhynchos
B27715254525,B27715254525,,E,9/26/2020,26,9,2020,US,US-WI,44.50651,-88.60863,0,W1,MALLARD,1320,,,,,,,1,21,7,5,0.25,E,Anas platyrhynchos
B27715255085,B27715255085,,B,8/22/2019,22,8,2019,US,US-WI,44.5,-88.5,60,W1,Mallard,1320,3,0,2,5,P9972302,0,,,,,,B,Anas platyrhynchos
B27715255085,B27715255085,,E,9/29/2019,29,9,2019,US,US-WI,44.59902,-88.58642,11,W1,MALLARD HEN,1320,,,,,,,1,21,7,5,0.25,E,Anas platyrhynchos
B27715255165,B27715255165,,B,8/22/2019,22,8,2019,US,US-WI,44.5,-88.5,60,W1,Mallard,1320,3,0,2,5,P9972302,0,,,,,,B,Anas platyrhynchos
B27715255165,B27715255165,,E,10/5/2019,5,10,2019,US,US-WI,44.46221,-88.51232,11,W1,Mallard,1320,,,,,,,1,21,7,5,0.33,E,Anas platyrhynchos
B27715255807,B27715255807,,B,8/27/2019,27,8,2019,US,US-WI,44.5,-88.5,60,W1,Mallard,1320,3,0,2,5,P9972302,0,,,,,,B,Anas platyrhynchos
B27715255807,B27715255807,,E,10/5/2019,5,10,2019,US,US-WI,44.36362,-88.65879,0,W1,Mallard,1320,,,,,,,1,21,7,4,0.33,E,Anas platyrhynchos
B27715257242,B27715257242,,B,8/27/2020,27,8,2020,US,US-WI,43.5,-88.5,60,W1,Mallard,1320,3,0,2,5,P9972302,0,,,,,,B,Anas platyrhynchos
B27715257242,B27715257242,,E,11/14/2020,14,11,2020,US,US-WI,43.47677,-88.8482,0,W1,MALLARD,1320,,,,,,,44,21,7,5,0.42,E,Anas platyrhynchos
B27715258528,B27715258528,,B,8/11/2020,11,8,2020,US,US-WI,43.5,-88.5,60,W1,Mallard,1320,3,0,2,4,P9972302,0,,,,,,B,Anas platyrhynchos
B27715258528,B27715258528,,E,8/27/2020,27,8,2020,US,US-WI,43.08333,-88.91667,10,W1,Mallard,1320,3,0,2,4,P9972302,,66,23,14,7,0.17,R,Anas platyrhynchos
B27715602545,B27715602545,,B,8/23/2018,23,8,2018,CA,CA-SK,51.5,-102.5,60,W1,Mallard,1320,3,0,2,5,P3839893,0,,,,,,B,Anas platyrhynchos
B27715602545,B27715602545,,E,10/6/2018,6,10,2018,US,US-WI,43.44547,-89.51596,11,W1,Mallard,1320,,,,,,,1,21,7,5,0.33,E,Anas platyrhynchos
B27715663277,B27715663277,,B,8/19/2019,19,8,2019,CA,CA-SK,51.5,-105.5,60,W1,Mallard,1320,3,0,1,4,P7727972,0,,,,,,B,Anas platyrhynchos
B27715663277,B27715663277,,E,10/28/2020,28,10,2020,US,US-WI,42.9014,-88.51288,11,W1,Drake Mallard,1320,,,,,,,1,21,7,5,2.33,E,Anas platyrhynchos
B27715666231,B27715666231,,B,8/17/2018,17,8,2018,CA,CA-SK,51.5,-102.5,60,W1,Mallard,1320,3,0,2,5,P3839893,0,,,,,,B,Anas platyrhynchos
B27715666231,B27715666231,,E,11/21/2019,21,11,2019,US,US-WI,44.23052,-91.90462,11,W1,Mallard,1320,,,,,,,1,21,7,4,1.42,E,Anas platyrhynchos
B27715747277,B27715747277,,B,8/10/2019,10,8,2019,CA,CA-MB,50.5,-98.5,60,W1,Mallard,1320,3,0,2,4,P8839648,0,,,,,,B,Anas platyrhynchos
B27715747277,B27715747277,,E,11/17/2019,17,11,2019,US,US-WI,42.76602,-90.8854,11,W1,Mallard,1320,,,,,,,1,21,7,5,0.42,E,Anas platyrhynchos
B27825030662,B27825030662,,B,8/23/2018,23,8,2018,US,US-WI,43.5,-88.5,60,41,Mallard,1320,3,0,2,5,P8988788,0,,,,,,B,Anas platyrhynchos
B27825030662,B27825030662,,E,10/27/2018,27,10,2018,US,US-WI,43.71387,-89.20956,11,41,Mallard,1320,,,,,,,1,21,7,5,0.33,E,Anas platyrhynchos
B27825031148,B27825031148,,B,8/18/2017,18,8,2017,US,US-WI,43.5,-88.5,60,41,Mallard,1320,3,0,2,4,P8988788,0,,,,,,B,Anas platyrhynchos
B27825031148,B27825031148,,E,10/22/2017,22,10,2017,US,US-WI,44.29881,-87.6484,0,41,Mallard,1320,,,,,,,1,21,7,5,0.33,E,Anas platyrhynchos
B27825031463,B27825031463,,B,8/18/2017,18,8,2017,US,US-WI,43.5,-88.5,60,41,Mallard,1320,3,0,2,4,P8988788,0,,,,,,B,Anas platyrhynchos
B27825031463,B27825031463,,E,9/30/2017,30,9,2017,US,US-WI,44.08185,-88.71261,11,41,Mallard,1320,,,,,,,1,21,7,5,0.25,E,Anas platyrhynchos
B27825031940,B27825031940,,B,8/18/2017,18,8,2017,US,US-WI,43.5,-88.5,60,41,Mallard,1320,3,0,2,4,P8988788,0,,,,,,B,Anas platyrhynchos
B27825031940,B27825031940,,E,10/14/2017,14,10,2017,US,US-WI,43.48844,-88.85277,0,41,Mallard,1320,,,,,,,1,21,7,5,0.33,E,Anas platyrhynchos
B27825032145,B27825032145,,B,8/23/2017,23,8,2017,US,US-WI,43.5,-88.5,60,41,Mallard,1320,3,0,1,5,P8988788,0,,,,,,B,Anas platyrhynchos
B27825032145,B27825032145,,E,3/17/2018,17,3,2018,US,US-WI,44.53249,-87.9801,11,41,Mallard,1320,,,,,,,52,21,7,13,1.75,E,Anas platyrhynchos
B27825033223,B27825033223,,B,8/28/2018,28,8,2018,US,US-WI,43.5,-88.5,60,41,Mallard,1320,3,0,1,4,P8988788,0,,,,,,B,Anas platyrhynchos
B27825033223,B27825033223,,E,12/2/2018,2,12,2018,US,US-WI,43.07485,-88.48826,0,41,Mallard,1320,,,,,,,1,21,7,4,1.5,E,Anas platyrhynchos
B27825039467,B27825039467,,B,8/23/2017,23,8,2017,US,US-WI,43.5,-88.5,60,41,Mallard,1320,3,0,2,4,P8988788,0,,,,,,B,Anas platyrhynchos
B27825039467,B27825039467,,E,10/1/2017,1,10,2017,US,US-WI,43.63332,-88.68966,11,41,Mallard,1320,,,,,,,1,21,7,5,0.33,E,Anas platyrhynchos
B27825039705,B27825039705,,B,8/23/2018,23,8,2018,US,US-WI,43.5,-88.5,60,41,Mallard,1320,3,0,2,4,P8988788,0,,,,,,B,Anas platyrhynchos
B27825039705,B27825039705,,E,11/8/2018,8,11,2018,US,US-WI,43.62813,-88.95398,0,41,Mallard,1320,,,,,,,1,21,7,5,0.42,E,Anas platyrhynchos
B27825039949,B27825039949,,B,8/24/2017,24,8,2017,US,US-WI,43.5,-88.5,60,41,Mallard,1320,3,0,2,4,P8988788,0,,,,,,B,Anas platyrhynchos
B27825039949,B27825039949,,E,10/2/2017,2,10,2017,US,US-WI,44.02991,-90.25344,0,41,Mallard,1320,,,,,,,1,21,7,4,0.33,E,Anas platyrhynchos
B27825134981,B27825134981,,B,7/24/2018,24,7,2018,US,US-IL,41.5,-88.5,60,41,Mallard,1320,4,0,4,0,P0740300,0,,,,,,B,Anas platyrhynchos
B27825134981,B27825134981,,E,10/13/2019,13,10,2019,US,US-WI,44.44475,-89.75648,0,41,Mallard,1320,,,,,,,1,21,7,4,1.33,E,Anas platyrhynchos
B27825141141,B27825141141,,B,9/6/2018,6,9,2018,US,US-WI,43.5,-88.5,60,41,Mallard,1320,3,0,2,4,P8988788,0,,,,,,B,Anas platyrhynchos
B27825141141,B27825141141,,E,10/25/2018,25,10,2018,US,US-WI,42.911,-88.13907,0,41,Mallard,1320,,,,,,,1,21,7,4,0.33,E,Anas platyrhynchos
B27825141701,B27825141701,,B,8/29/2019,29,8,2019,US,US-WI,43.5,-88.5,60,41,Mallard,1320,3,0,2,4,P8988788,0,,,,,,B,Anas platyrhynchos
B27825141701,B27825141701,,E,9/28/2019,28,9,2019,US,US-WI,43.88386,-88.45683,0,41,Mallard Dominant X American Black Duck Hybrid,1320,,,,,,,1,21,7,5,0.25,E,Anas platyrhynchos
B27825141784,B27825141784,,B,8/29/2019,29,8,2019,US,US-WI,43.5,-88.5,60,41,Mallard,1320,3,0,2,4,P8988788,0,,,,,,B,Anas platyrhynchos
B27825141784,B27825141784,,E,11/20/2019,20,11,2019,US,US-WI,43.08394,-88.59871,11,41,Mallard,1320,,,,,,,1,21,7,5,0.42,E,Anas platyrhynchos
B27825141947,B27825141947,,B,8/22/2019,22,8,2019,US,US-WI,43.5,-88.5,60,41,Mallard,1320,3,0,2,4,P8988788,0,,,,,,B,Anas platyrhynchos
B27825141947,B27825141947,,E,10/24/2019,24,10,2019,US,US-WI,44.27398,-88.4003,0,41,Drake mallard,1320,,,,,,,1,21,7,4,0.33,E,Anas platyrhynchos
B27825142588,B27825142588,,B,8/23/2018,23,8,2018,US,US-WI,43.5,-88.5,60,41,Mallard,1320,3,0,2,5,P8988788,0,,,,,,B,Anas platyrhynchos
B27825142588,B27825142588,,E,11/25/2018,25,11,2018,US,US-WI,43.31778,-88.37899,11,41,Hen mallard,1320,,,,,,,1,21,7,4,0.42,E,Anas platyrhynchos
B27825142904,B27825142904,,B,8/28/2018,28,8,2018,US,US-WI,43.5,-88.5,60,41,Mallard,1320,3,0,2,5,P8988788,0,,,,,,B,Anas platyrhynchos
B27825142904,B27825142904,,E,9/6/2018,6,9,2018,US,US-WI,43.57444,-88.62722,0,41,Mallard,1320,3,0,2,5,P8988788,,66,23,14,7,0.25,R,Anas platyrhynchos
B27825147142,B27825147142,,B,9/5/2019,5,9,2019,US,US-WI,43.5,-88.5,60,41,Mallard,1320,3,0,2,4,P8988788,0,,,,,,B,Anas platyrhynchos
B27825147142,B27825147142,,E,10/6/2019,6,10,2019,US,US-WI,44.25681,-88.41839,0,41,Mallard drake,1320,,,,,,,1,21,13,5,0.33,E,Anas platyrhynchos
B27825147225,B27825147225,,B,9/5/2019,5,9,2019,US,US-WI,43.5,-88.5,60,41,Mallard,1320,3,0,2,4,P8988788,0,,,,,,B,Anas platyrhynchos
B27825147225,B27825147225,,E,10/19/2019,19,10,2019,US,US-WI,44.39219,-89.84318,11,41,Mallard,1320,,,,,,,1,21,7,5,0.33,E,Anas platyrhynchos
B27825623656,B27825623656,,B,8/24/2017,24,8,2017,CA,CA-MB,50.5,-98.5,60,41,Mallard,1320,3,0,1,4,P8839648,0,,,,,,B,Anas platyrhynchos
B27825623656,B27825623656,,E,11/25/2018,25,11,2018,US,US-WI,42.51925,-88.14681,0,41,Mallard,1320,,,,,,,1,21,7,5,2.42,E,Anas platyrhynchos
B27825624345,B27825624345,,B,8/20/2017,20,8,2017,CA,CA-MB,50.5,-98.5,60,41,Mallard,1320,3,0,1,4,P8839648,0,,,,,,B,Anas platyrhynchos
B27825624345,B27825624345,,E,11/29/2018,29,11,2018,US,US-WI,44.19079,-91.83898,0,41,Mallard,1320,,,,,,,1,21,7,5,2.42,E,Anas platyrhynchos
B27825647865,B27825647865,,B,8/20/2017,20,8,2017,CA,CA-SK,51.5,-105.5,60,41,Mallard,1320,3,0,1,4,P7727972,0,,,,,,B,Anas platyrhynchos
